Price,Close,High,Low,Open,Volume
2010-06-10,7.528872489929199,7.542997073433954,7.279121764904756,7.358465007676409,776356000
2010-06-11,7.619039058685303,7.629557865664832,7.434506103832246,7.460352498703896,545759200
2010-06-14,7.642176151275635,7.788539733025977,7.6340617389589625,7.6926675221492795,602960400
2010-06-15,7.80477237701416,7.809581157292615,7.678845252339085,7.683052935082734,585074000
2010-06-16,8.031984329223633,8.0470109686136,7.83302501082348,7.84715040496484,783678000
2010-06-17,8.170833587646484,8.201789712594419,8.09960472627314,8.132664291541728,872855200
2010-06-18,8.23695182800293,8.26490326720494,8.157308403660933,8.182253552379416,784621600
2010-06-21,8.119738578796387,8.38541721382429,8.076460367797596,8.345745587286503,776490400
2010-06-22,8.230339050292969,8.294053778102116,8.159712102730948,8.179547517036305,717262000
2010-06-23,8.143780708312988,8.25468116102329,8.0515142731113,8.25227677166734,768457200
2010-06-24,8.084574699401855,8.210801931590849,8.057525318904354,8.144682026241238,714277200
2010-06-25,8.01545524597168,8.122749195106138,7.988706795595062,8.116438069580733,549942400
2010-06-28,8.063539505004883,8.107118678569208,7.949934469252633,8.022364721776066,584948000
2010-06-29,7.698984146118164,7.946029696296621,7.642782711962529,7.937914475645731,1133344800
2010-06-30,7.5595293045043945,7.753077872570086,7.513847502340647,7.715209534899262,739452000
2010-07-01,7.467860221862793,7.657802912916357,7.309775680483486,7.642775483824726,1022896000
2010-07-02,7.421580791473389,7.541496922441368,7.309177174740203,7.5282719761669155,693842800
2010-07-06,7.472370147705078,7.597695316664817,7.398135838918204,7.543598167619351,615235600
2010-07-07,7.77411413192749,7.777120421256815,7.506031932510963,7.5282709297359816,654556000
2010-07-08,7.75668478012085,7.901245917255335,7.660511589549625,7.88862286999535,738144400
2010-07-09,7.802666664123535,7.811081224626388,7.668624360506122,7.720618078321893,433322400
2010-07-12,7.732638835906982,7.8696858027061305,7.659607524269619,7.769906063942984,562878400
2010-07-13,7.567642688751221,7.705891876415254,7.406251653157357,7.703488289421572,1190924000
2010-07-14,7.595592498779297,7.687858940365951,7.483490646166578,7.494912298930899,812047600
2010-07-15,7.557127475738525,7.723026419236545,7.432402518647975,7.460353158909147,824866000
2010-07-16,7.51054048538208,7.662915069234204,7.465759931603041,7.609118054197661,1039858400
2010-07-19,7.380704402923584,7.509937914661586,7.200981125648465,7.509937914661586,1024478000
2010-07-20,7.570348262786865,7.600703283455829,7.213305196994821,7.300161774219878,1074950800
2010-07-21,7.640974521636963,7.968865500309025,7.633762156007265,7.967062208268307,1185671200
2010-07-22,7.7846360206604,7.814088997369578,7.673134434146964,7.744363288311082,645318800
2010-07-23,7.812285900115967,7.8255100462290414,7.702287455957544,7.726631505489891,533388800
2010-07-26,7.792451858520508,7.817096059910097,7.745266896272857,7.8140905716267826,420551600
2010-07-27,7.936707973480225,7.958346675374133,7.823102982837566,7.840233855909086,584771600
2010-07-28,7.8429388999938965,7.994112083222965,7.821601146659,7.924386391736486,519985200
2010-07-29,7.757287979125977,7.8937339358624685,7.696879671492893,7.835429068742542,643806800
2010-07-30,7.731438159942627,7.805070583309743,7.660810420968824,7.690565142808161,448210000
2010-08-02,7.86968994140625,7.8919297494571765,7.8026695671950455,7.827313765579422,428055600
2010-08-03,7.872095584869385,7.912067376725723,7.796659832482766,7.844445894166744,417653600
2010-08-04,7.903649806976318,7.94271953619391,7.823405303664325,7.899442124822634,420375200
2010-08-05,7.865180969238281,7.9096613814176955,7.830618264478139,7.866082214215773,289097200
2010-08-06,7.816791534423828,7.858867544291266,7.742857366595954,7.807474124697133,444897600
2010-08-09,7.866684436798096,7.87870638843984,7.801166405417567,7.858569218173175,303128000
2010-08-10,7.796357154846191,7.827614227230748,7.740455885614942,7.809581300855042,451920000
2010-08-11,7.519258499145508,7.684557133746321,7.5078384469519,7.675841619563427,620054400
2010-08-12,7.5673441886901855,7.60671487196414,7.396936655273788,7.414067533115645,534920400
2010-08-13,7.4864983558654785,7.5700485000173385,7.486197405851484,7.563136280095911,354869200
2010-08-16,7.44262170791626,7.513850582749163,7.4119657247069535,7.440818414786301,318430000
2010-08-17,7.572755336761475,7.652699714279963,7.489504521102382,7.5159528160930895,422640400
2010-08-18,7.605810642242432,7.65389762691885,7.561030094203254,7.584472890467926,339696000
2010-08-19,7.509942054748535,7.618137220658937,7.473876999445068,7.598902096479193,426706000
2010-08-20,7.502727031707764,7.631358682782723,7.483491912274736,7.4952137144459146,384230000
2010-08-23,7.387317180633545,7.573653348577224,7.370788207121182,7.567342227597362,414041600
2010-08-24,7.210902214050293,7.303167883920526,7.1724327713772915,7.293250977628459,602565600
2010-08-25,7.299861907958984,7.332922273391079,7.128854067976029,7.154099362681634,596867600
2010-08-26,7.221421241760254,7.385817823897159,7.221421241760255,7.3768013599005755,466505200
2010-08-27,7.261692047119141,7.291445969127869,7.079563535493926,7.265599581745183,548391200
2010-08-30,7.28814172744751,7.385818084523464,7.23344264647156,7.2358470369554935,383289200
2010-08-31,7.306173801422119,7.350053120087493,7.2235248945387776,7.268605605772044,420786800
2010-09-01,7.523463249206543,7.55742404753837,7.401743838043419,7.43750792852383,697037600
2010-09-02,7.578763484954834,7.578763484954833,7.470568351053795,7.551413952119853,415427600
2010-09-03,7.7771196365356445,7.777419783918378,7.648788172155654,7.666520141197077,520788800
2010-09-07,7.748268127441406,7.799960892445787,7.701383338515105,7.713104335113393,342557600
2010-09-08,7.9018449783325195,7.946024428556786,7.7870369926697975,7.807474302014233,526551200
2010-09-09,7.906356334686279,8.010042862138889,7.901848503939127,7.96556324466868,438575200
2010-09-10,7.916574478149414,7.949333894049439,7.856165376898984,7.909962404959794,387542400
2010-09-13,8.025670051574707,8.062937294095743,7.987201416585295,7.989003906554549,388780000
2010-09-14,8.056328773498535,8.08968849570497,7.979990962297655,8.000728433954079,408150400
2010-09-15,8.12124252319336,8.126052105956779,8.0497135223389,8.05963203282999,429368800
2010-09-16,8.31208324432373,8.315088730763305,8.099600569510864,8.121841169163723,652103200
2010-09-17,8.276020050048828,8.353860152263382,8.225228526649648,8.345744936592213,634477200
2010-09-20,8.512248039245605,8.528777820019922,8.290447866331988,8.297360086646071,658677600
2010-09-21,8.528478622436523,8.636072694593759,8.499025640008423,8.53118396313857,668074400
2010-09-22,8.648093223571777,8.655005444167974,8.487603386975156,8.496619850274618,585289600
2010-09-23,8.68325424194336,8.798662538197716,8.595496426820727,8.605414132916561,786116800
2010-09-24,8.785438537597656,8.821804530583464,8.732243421759918,8.778827268448673,649488000
2010-09-27,8.750578880310059,8.857872001047998,8.74607104924048,8.83533204316654,482834800
2010-09-28,8.621347427368164,8.768913310551792,8.264905296831246,8.768913310551792,1035042400
2010-09-29,8.636672019958496,8.710004313421251,8.595498043026845,8.632464337255978,469644000
2010-09-30,8.527878761291504,8.715717373252945,8.452743156000203,8.685663291643149,673391600
2010-10-01,8.490909576416016,8.612929166032385,8.455745771843421,8.600005970281233,448142800
2010-10-04,8.374298095703125,8.502327831099267,8.348149957156144,8.463258104597434,435302000
2010-10-05,8.683857917785645,8.69918470122578,8.469871206627692,8.475281887010633,501967200
2010-10-06,8.69136905670166,8.77552109374383,8.573256217894118,8.70339100557434,670868800
2010-10-07,8.692272186279297,8.730140527409366,8.62284742922977,8.725932844780091,408399600
2010-10-08,8.838035583496094,8.850958780134532,8.715715837980294,8.767107674478817,658403200
2010-10-11,8.876803398132324,8.933305756535487,8.853963299841663,8.858170982039061,427753200
2010-10-12,8.97237777709961,9.001230459810929,8.790549377663192,8.878308015843213,558544000
2010-10-13,9.020462036132812,9.075160292073408,9.010243380779853,9.022265328253923,630092400
2010-10-14,9.085680961608887,9.090488938628475,9.028276556962888,9.06704694084143,435296400
2010-10-15,9.45925235748291,9.467066623069664,9.163819830100374,9.239856638900065,922194000
2010-10-18,9.557233810424805,9.587287086173921,9.445732208930604,9.571359203141643,1093010800
2010-10-19,9.301469802856445,9.430101452353318,9.01685697002107,9.118440035680441,1232784000
2010-10-20,9.332728385925293,9.444530136413563,9.222730730842967,9.286745621479366,721624400
2010-10-21,9.3023681640625,9.459250530178519,9.220620544936077,9.387721564076154,551460000
2010-10-22,9.240760803222656,9.317999824423197,9.205597803826313,9.288846997398855,372778000
2010-10-25,9.281933784484863,9.364882821704409,9.269911835960315,9.289447903579346,392462000
2010-10-26,9.258190155029297,9.308981675599153,9.186059277984343,9.222726215103213,392929600
2010-10-27,9.251580238342285,9.313791820129543,9.184559074263577,9.246170361114407,399002800
2010-10-28,9.17374038696289,9.256689432583059,9.043305442394924,9.25518628759862,551051200
2010-10-29,9.045710563659668,9.192976262837858,9.042404125653258,9.143386915543186,430511200
2010-11-01,9.141881942749023,9.184559060505018,9.082374898398179,9.082975995867042,423889200
2010-11-02,9.297562599182129,9.322507744012674,9.226635502216629,9.226635502216629,433930000
2010-11-03,9.400948524475098,9.403352914143483,9.27261703479141,9.357970460419324,508348400
2010-11-04,9.565345764160156,9.622749367938887,9.467969580454533,9.480592627147235,642488000
2010-11-05,9.531085968017578,9.604418274489975,9.519665915475311,9.55693316634708,361253200
2010-11-08,9.575862884521484,9.610424778683207,9.519961632960417,9.533185774789166,281758400
2010-11-09,9.499527931213379,9.656411177295722,9.452042831142037,9.648897056861577,383544000
2010-11-10,9.558134078979492,9.58037388597758,9.423490634280801,9.51635820018022,384227200
2010-11-11,9.516658782958984,9.569253608748104,9.444527887770075,9.467068642041605,361284000
2010-11-12,9.257593154907227,9.512151989815976,9.12535568502416,9.49712535115058,795846800
2010-11-15,9.227837562561035,9.333027215281831,9.204695710557123,9.270514681643574,403606000
2010-11-16,9.064040184020996,9.244665526743155,8.995816837470334,9.188163979977448,657650000
2010-11-17,9.031283378601074,9.136172079909242,8.948934628974593,9.052320987850655,479449600
2010-11-18,9.269612312316895,9.306879552717632,9.157210296181335,9.172537077781639,494491200
2010-11-19,9.218523025512695,9.26871347320799,9.173742456421717,9.25579027558667,384843200
2010-11-22,9.417780876159668,9.417780876159668,9.192675071105896,9.217018316896167,393075200
2010-11-23,9.278627395629883,9.369392304928992,9.213410330878228,9.330320972021008,519447600
2010-11-24,9.46105670928955,9.479089631894263,9.369392161582041,9.3769046755341,413725200
2010-11-26,9.467069625854492,9.548216189158039,9.40515818394245,9.4292012831484,237585600
2010-11-29,9.523268699645996,9.541600966412384,9.358271075949355,9.482093929313013,445785200
2010-11-30,9.351364135742188,9.447838315862136,9.34294876745335,9.42319330873054,501858000
2010-12-01,9.50914192199707,9.54971478646995,9.467065912988277,9.475180325376227,461750800
2010-12-02,9.561742782592773,9.587288230535394,9.463765464504283,9.543108754262539,462837200
2010-12-03,9.54040241241455,9.576767611867988,9.507342848353797,9.527479215830818,342092800
2010-12-06,9.621848106384277,9.687366124514135,9.569853577316096,9.576465649381799,448481600
2010-12-07,9.563539505004883,9.737251802306503,9.56083496853353,9.731542581992795,391454000
2010-12-08,9.647695541381836,9.647996491436443,9.530484724247176,9.60622061118951,321935600
2010-12-09,9.610125541687012,9.692473479640435,9.587884937413518,9.681354381303581,294151200
2010-12-10,9.63416862487793,9.64889511020834,9.575261881023032,9.606819093892915,262511200
2010-12-13,9.667530059814453,9.769414885626743,9.647394496700015,9.748677422459064,439815600
2010-12-14,9.626056671142578,9.693678943488381,9.587286279418937,9.669334893342553,351008000
2010-12-15,9.628158569335938,9.70750102109283,9.592994771569488,9.617338013254026,417312000
2010-12-16,9.654906272888184,9.695780095177618,9.620344374815954,9.650097493497277,322030800
2010-12-17,9.635676383972168,9.67114034573708,9.624255527672634,9.666331564137275,386929200
2010-12-20,9.683758735656738,9.715015803598659,9.564143551166154,9.665425664380544,385610400
2010-12-21,9.74356746673584,9.749277491775418,9.678951491182547,9.707502418913826,256354000
2010-12-22,9.772418022155762,9.789248750044205,9.7240308832764,9.748374927705546,265921600
2010-12-23,9.72553539276123,9.77211924590333,9.7126121975859,9.76761141585304,223157200
2010-12-27,9.757987976074219,9.78082966952903,9.663017026676819,9.702989588956251,249816000
2010-12-28,9.78173542022705,9.817499513141538,9.769413324306374,9.794958761016746,175924000
2010-12-29,9.776324272155762,9.811187115667865,9.770613446105898,9.804274094926784,163139200
2010-12-30,9.727338790893555,9.782938304739854,9.709005717938807,9.78203705973337,157494400
2010-12-31,9.694281578063965,9.721931267938446,9.65671337551544,9.706002581187548,193508000
2011-01-03,9.904956817626953,9.92569427671763,9.76280089353376,9.786843987066948,445138400
2011-01-04,9.956652641296387,9.99301783851355,9.862281932979492,9.991214545901123,309080800
2011-01-05,10.03809928894043,10.04831794783102,9.902855543169496,9.904358688390738,255519600
2011-01-06,10.02998161315918,10.075663405807454,10.005036474884236,10.059734727607761,300428800
2011-01-07,10.101811408996582,10.10872362757964,9.974982269789331,10.037795742014724,311931200
2011-01-10,10.292059898376465,10.315501906310802,10.133374117107573,10.183263621497783,448560000
2011-01-11,10.267714500427246,10.367493488365783,10.202496616933116,10.365089900584268,444108000
2011-01-12,10.351265907287598,10.351566857403418,10.27853549343061,10.316103698288744,302590400
2011-01-13,10.389132499694824,10.417985184310828,10.334134075979332,10.373504764727995,296780400
2011-01-14,10.473283767700195,10.473283767700195,10.351865272571668,10.395443641204754,308840000
2011-01-18,10.237956047058105,10.361478745717983,9.797662262358863,9.903452990158724,1880998000
2011-01-19,10.183562278747559,10.476890669602655,10.124656322055646,10.46937654872382,1135612800
2011-01-20,9.99842643737793,10.167330811135768,9.921487567489665,10.111129402371033,764789200
2011-01-21,9.819305419921875,10.064547616386394,9.816600079527936,10.031187101751076,754401200
2011-01-24,10.141783714294434,10.141783714294434,9.819301800961721,9.823810432445441,574683200
2011-01-25,10.260496139526367,10.261699136702944,10.055226620624877,10.108122382402973,546868000
2011-01-26,10.33413028717041,10.38672510375187,10.263503351848582,10.307381855214539,506875600
2011-01-27,10.314897537231445,10.359377950709554,10.30347748700513,10.332028415104313,285026000
2011-01-28,10.101207733154297,10.350658286064348,10.023969542497305,10.343746068696554,592057200
2011-01-31,10.197988510131836,10.219628024083619,10.047117022746749,10.092197738412581,377246800
2011-02-01,10.369595527648926,10.388228746097182,10.247876102684307,10.2574936619006,426633200
2011-02-02,10.348255157470703,10.376204980249195,10.325113310925188,10.352162691484786,258955200
2011-02-03,10.321806907653809,10.345850801562358,10.174842217537085,10.332626659912655,393797600
2011-02-04,10.413774490356445,10.419785464580247,10.323912432043773,10.327819164022609,321840400
2011-02-07,10.575470924377441,10.616644108753832,10.448040624962086,10.45555394462784,485021600
2011-02-08,10.675248146057129,10.684865707245208,10.58358357485042,10.629566335480709,381040800
2011-02-09,10.76420783996582,10.789453935406076,10.665330108358352,10.674946865992677,482745200
2011-02-10,10.655412673950195,10.819509100745641,10.458857780845054,10.741067874041674,928550000
2011-02-11,10.724836349487305,10.753387275285876,10.62535672532457,10.661722720704502,367572800
2011-02-14,10.794864654541016,10.803880316037956,10.72063110702405,10.723035497432171,310416400
2011-02-15,10.81650447845459,10.818608721544933,10.745877509283888,10.795165912654014,284174800
2011-02-16,10.913578033447266,10.96677315811235,10.834534912656222,10.843550573003931,481157600
2011-02-17,10.768414497375488,10.827621392721353,10.71491762656891,10.736858084879456,530583200
2011-02-18,10.535795211791992,10.804479348313961,10.504538144783053,10.780736400602668,816057200
2011-02-22,10.176647186279297,10.380715355517816,10.149899553698871,10.28303902675417,872555600
2011-02-23,10.29716682434082,10.357875268332975,10.176648773800277,10.181458356657865,671854400
2011-02-24,10.30497932434082,10.373202684997636,10.169435453053525,10.339241880940296,499900800
2011-02-25,10.463667869567871,10.471782285904027,10.362685880332174,10.376510322603623,380018800
2011-02-28,10.615443229675293,10.670742613347928,10.552629723439647,10.556236309661816,403074000
2011-03-01,10.4982271194458,10.690874437598946,10.449238881233168,10.68336112076551,456136800
2011-03-02,10.58267593383789,10.64969707414364,10.470874251718744,10.517759035196594,602590800
2011-03-03,10.80628490447998,10.813197125249905,10.696887554630644,10.735056848957639,500788400
2011-03-04,10.819510459899902,10.828225974509975,10.751888178448759,10.821613900396494,453266800
2011-03-07,10.6800537109375,10.869695510330265,10.558334306813569,10.861580294864343,546123200
2011-03-08,10.692078590393066,10.741367787622032,10.586587975283962,10.666532345441466,356316800
2011-03-09,10.593195915222168,10.662020354968373,10.536995321803554,10.659916113069395,453306000
2011-03-10,10.418886184692383,10.512054704842631,10.365690252481489,10.492518632159372,507539200
2011-03-11,10.57877254486084,10.588691054746226,10.368694990392191,10.378611895210843,471080400
2011-03-14,10.625958442687988,10.713717072665018,10.558336980237696,10.614537590182291,435957200
2011-03-15,10.38161849975586,10.454048743408135,10.221429624673105,10.281537770631843,721081200
2011-03-16,9.918180465698242,10.308584813592423,9.805477508255937,10.278530745110027,1162011200
2011-03-17,10.057333946228027,10.2067030650745,9.937717950129613,10.123152116804079,659422400
2011-03-18,9.938017845153809,10.164325833955395,9.917881480480268,10.1321675194668,753214000
2011-03-21,10.197385787963867,10.210609130738694,10.075966497734006,10.097906958262074,409402000
2011-03-22,10.254486083984375,10.297163997645645,10.192574659373179,10.295360705519114,325922800
2011-03-23,10.19407844543457,10.225033758421102,10.096702269541852,10.196782982527917,372996400
2011-03-24,10.367792129516602,10.398748246661553,10.184161274037246,10.274023335714372,404712000
2011-03-25,10.565254211425781,10.580881951312588,10.429408519525225,10.460965751992179,448910000
2011-03-28,10.532190322875977,10.648801649311029,10.532190322875977,10.613637841851645,309355200
2011-03-29,10.547816276550293,10.547816276550293,10.400551416947982,10.448637606907933,352900800
2011-03-30,10.47779369354248,10.54541678026525,10.442029585917293,10.538202805679422,329406000
2011-03-31,10.4741849899292,10.51295457510082,10.400552552091606,10.40956821210978,274019200
2011-04-01,10.35547161102295,10.566752997533902,10.317603265823738,10.55232745807398,418661600
2011-04-04,10.254188537597656,10.356673659785177,10.1703374387776,10.347958146896135,460084800
2011-04-05,10.185063362121582,10.286045333622361,10.09820678047835,10.127960705196749,482731200
2011-04-06,10.159515380859375,10.33563290397836,10.13246680076349,10.255088261082461,402539200
2011-04-07,10.160717010498047,10.231343135656726,10.09910493740271,10.16131730527577,373447200
2011-04-08,10.069951057434082,10.222926683326286,10.036591366657404,10.216014466797716,377535200
2011-04-11,9.941924095153809,10.08828690130178,9.918482098577602,10.039899763350078,398946800
